table_name,district,hashtags,source
venues,Pankow,"#undersupplied-venues,#venue-rich-district,#high-venue-density",sultan-venues-llm
venues,Reinickendorf,"#low-venue-density,#high-venue-count",sultan-venues-llm
venues,Steglitz-Zehlendorf,"#low-venue-count,#high-population-density,#sparse-entertainment,#service-based-economy",sultan-venues-llm
venues,Treptow-Köpenick,"#high-venue-density,#low-population-density,#suburban-venue-mix,#community-focused",sultan-venues-llm
venues,Spandau,"#low-venue-density,#high-venue-count,#district-performance",sultan-venues-llm
venues,Spandau,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Reinickendorf,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Marzahn-Hellersdorf,"#well-served,#high-variability,#wide-value-range",sultan-venues-react
venues,Pankow,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Mitte,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Tempelhof-Schöneberg,"#underserved,#high-variability,#wide-value-range",sultan-venues-react
venues,Friedrichshain-Kreuzberg,"#high-variability,#wide-value-range",sultan-venues-react
venues,Charlottenburg-Wilmersdorf,"#high-variability,#wide-value-range",sultan-venues-react
venues,Lichtenberg,"#high-variability,#wide-value-range",sultan-venues-react
venues,Steglitz-Zehlendorf,"#high-variability,#wide-value-range",sultan-venues-react
venues,Treptow-Köpenick,"#high-variability,#wide-value-range",sultan-venues-react
venues,Neukölln,"#high-variability,#wide-value-range",sultan-venues-react
venues,Lichtenberg,,sultan-venues-rule_based
venues,Friedrichshain-Kreuzberg,#well-served,sultan-venues-rule_based
venues,Neukölln,,sultan-venues-rule_based
venues,Tempelhof-Schöneberg,,sultan-venues-rule_based
venues,Marzahn-Hellersdorf,#well-served,sultan-venues-rule_based
venues,Charlottenburg-Wilmersdorf,,sultan-venues-rule_based
venues,Mitte,,sultan-venues-rule_based
venues,Pankow,,sultan-venues-rule_based
venues,Reinickendorf,#well-served,sultan-venues-rule_based
venues,Steglitz-Zehlendorf,#well-served,sultan-venues-rule_based
venues,Treptow-Köpenick,#well-served,sultan-venues-rule_based
venues,Spandau,#well-served,sultan-venues-rule_based
